exams,family,friends,internship,sleep,trauma,relationships,disappointment,sadness,neutral,disapproval,annoyance,realization,remorse,embarrassment,approval,optimism,nervousness,love,anger,disgust,joy,desire,grief,admiration,confusion,relief,surprise,fear,caring,excitement,curiosity,amusement,gratitude,pride,age,gender_male,gender_female,gender_non_binary,gender_prefer_not_to_say,ethnicity_black_or_african_american,ethnicity_hispanic_or_latino,ethnicity_white,ethnicity_native_american,ethnicity_pacific_islander,ethnicity_middle_eastern,ethnicity_south_asian,ethnicity_east_asian,ethnicity_southeast_asian,ethnicity_latino,education_high_school,education_bachelor,education_master,education_phd,employment_employed,employment_student,employment_unemployed,employment_self-employed,ratio,feedback
0,0,1,1,1,0,0,0.8361629798187084,0.7865011333620019,0.902355103360531,0.9699338894468617,0.9645737940430534,0.9219687422080676,0.43497746636019197,0.5904262051620804,0.13359191987880137,0.9911875843944931,0.7433907886598949,0.5546571895060952,0.12861265230937602,0.6012047516328358,0.2596521208290308,0.3175450852631465,0.8018814625213997,0.7642140264540218,0.34333619000520665,0.2624222718165502,0.9886044398985306,0.2208970242042947,0.9354411070265035,0.8416116816322016,0.026651358698521532,0.23475367989829088,0.8717792709933526,0.5513487388488804,33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50,3
0,0,1,1,1,0,1,0.16137327609189966,0.5547415659505537,0.31028119104628105,0.32515953607614945,0.4322674671627065,0.11511803801438647,0.9537511728476732,0.88242152253666,0.35905297707212325,0.6337287121208162,0.6491581410729051,0.6588409522793902,0.47330283789528904,0.08750710056005517,0.06760942207262388,0.1676941621955378,0.20530386792373545,0.6703446455785815,0.3870731136972765,0.6534680373080467,0.2624179937857184,0.6416121063778237,0.9314742815494576,0.5659975302606749,0.20176167214950147,0.4842049525830585,0.9267069813125175,0.9599349711541937,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
0,1,0,1,1,1,1,0.27712687193289476,0.9740716387337247,0.5974066018033434,0.8699815134856119,0.6954880410365667,0.07730391142546733,0.36696185800756975,0.49716971480102923,0.8139966296444441,0.44419693792998194,0.15668079516069378,0.4100988563590492,0.5514604083288323,0.7037513246265924,0.18364686206926906,0.7171432375535302,0.5966498317847382,0.22251003722772056,0.313786096033033,0.4641752717861708,0.12800493150001235,0.066055343717764,0.004410657327181933,0.7237480792537918,0.7274700784081988,0.3327376877959969,0.9201114224743034,0.9425373456396202,49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,50,3
1,1,0,0,0,1,1,0.18605958321546323,0.9721894752807644,0.01026056836513789,0.2693328591478066,0.03607489262174779,0.7405272843239681,0.1335511071851767,0.9260715896219793,0.6921231460755188,0.568091409967721,0.17891912534760146,0.23192510432670155,0.6495072526262253,0.13478571462659794,0.14841726133036015,0.7281824106790148,0.398003515975936,0.5573423629315454,0.64588769188335,0.5258915883407025,0.16897787272545994,0.6852922516486823,0.329689789873825,0.2859872037490615,0.007775226031706661,0.5791748711393555,0.6755240764185384,0.32946290840915693,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,100,3
0,0,1,1,1,0,0,0.648663045230612,0.09022173950313683,0.0669467694860798,0.8145401108962477,0.2746653685903081,0.42938482607991024,0.8134036893678149,0.44637749002724103,0.0917626412873731,0.04577472183998399,0.9965873047813069,0.6568889391882752,0.6976379579668666,0.9446866282040355,0.3698512306328574,0.6754765883283642,0.12099671446054083,0.01875362430806138,0.028854150958746327,0.7132395072148463,0.6053097414048355,0.48790648226970157,0.812401319782145,0.14738635928001487,0.9659525892663258,0.29643718738144675,0.5266423326996041,0.8842707627242219,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
1,0,1,1,0,0,1,0.8156780548181195,0.6830307771185649,0.45185132273701467,0.3480305985760763,0.5794994817930342,0.5768408434814999,0.016727944396139782,0.884465101103326,0.5685875315639365,0.6184698234158277,0.06734060726084068,0.7043643812939412,0.41533460101881736,0.24174788019499005,0.2463408520568835,0.959838936452384,0.5333217897339498,0.06562682124752517,0.948938098133802,0.3247469440000108,0.11479776580664802,0.7652801936747962,0.9851888926853263,0.47597843294111153,0.56012399332246,0.5518097995553948,0.648868334887672,0.8097593448110626,45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25,4
1,1,1,1,0,0,0,0.9669115869249781,0.7273112723240599,0.24823085921357468,0.47000697427707605,0.9707630559189239,0.9814631914745381,0.6177973104660557,0.8808740217565891,0.9517478291555901,0.8540801238086712,0.3044786522343552,0.2678643036601541,0.06060868963286303,0.16039477547070846,0.7908328336976722,0.19884195517031544,0.9242808529897569,0.18291147399002916,0.31143321033772386,0.9114107297907196,0.25684560310634963,0.2776427041031997,0.006505238033787886,0.5837071929547469,0.38771159077524764,0.9571704852985385,0.4927978895707068,0.46444329463450507,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
1,0,1,1,0,1,1,0.040881342109107544,0.8500111298474095,0.7876260871123457,0.827139188955758,0.8154333578215063,0.774858120719342,0.09320682872588637,0.6196640976483447,0.6199333023961509,0.4336891747975503,0.6385920112794243,0.5779342523504019,0.09672175209712364,0.023734681591444984,0.5600205086682393,0.3839429727599083,0.3543057241418085,0.06371402703986118,0.1305708382342149,0.8434756457203898,0.5518253350936883,0.6827673955696962,0.6283957879875995,0.37783737575350207,0.9917323111942288,0.949858940635527,0.8208141634585794,0.5476969420271884,64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25,5
1,1,0,1,1,1,1,0.22006081452272752,0.25546408230235873,0.5148318978190071,0.6913529264424391,0.877049261495993,0.580778256447288,0.03060027560256784,0.9412062996551294,0.2170391694562933,0.13209796771055216,0.14264573305209005,0.6678795105991856,0.402582168390916,0.41276892069416715,0.49003193775467424,0.1487073814805221,0.20599892097159245,0.6234381180224585,0.5189789246598077,0.7874954467899403,0.10206559172590335,0.245521896895597,0.10093510608045131,0.627732498763613,0.7050084171894785,0.27656657821380193,0.37571259715542127,0.19843985026831612,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,100,5
1,0,1,0,0,0,0,0.8513765963845353,0.6495731515807649,0.8313566039625536,0.6247474039185134,0.5212900054517694,0.7054156147334877,0.03595617691631203,0.3826716180987141,0.29875262818289783,0.6928543832855504,0.5214899013434383,0.07166035870422383,0.8981731848485851,0.8913096278380132,0.45982327956742597,0.9802291988968372,0.887021188242166,0.9947582464706441,0.8520512574746362,0.48343392382159966,0.5360773790545881,0.5338459347854858,0.15358990993218558,0.7828510093582945,0.9428749279934714,0.8615085158717857,0.1091634471967351,0.1720541419940691,48,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4
1,0,0,0,0,1,1,0.05092385933509691,0.23657492003713243,0.16128219288512868,0.7495054028742915,0.01880196876040985,0.30415670614350154,0.38786988626107444,0.04245500456574136,0.5748834662545219,0.26445713995014464,0.7094698642820422,0.7510079614226427,0.7744068905031616,0.021001732308302268,0.736601362537894,0.7062675810782344,0.1877310321745188,0.0025069684844445383,0.8814210046347204,0.5729332209379074,0.822997207203426,0.32370001509718627,0.46169926368592706,0.11916745325348765,0.5290065901934576,0.08104709759718798,0.5193313745783359,0.14986679684073312,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50,3
0,0,1,1,1,0,1,0.7323972247217297,0.6898726126738431,0.5599573687868259,0.8378441640858646,0.052378960242591255,0.37633349996249665,0.3742691823324582,0.5915947339744866,0.4408954759994842,0.6011869555496135,0.1825067742427232,0.9195895732165117,0.10607488040404855,0.9942446635760571,0.9287636052109555,0.9219578781928133,0.8371988083351968,0.9082223770434324,0.43042823096985716,0.6616212216534535,0.21526030119557005,0.1642611584990864,0.3500576289905084,0.7206100077907015,0.7504303535198835,0.03361295159261668,0.6211076514763232,0.5154982589621161,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
1,0,1,0,0,1,0,0.020339534320771846,0.6439221421321054,0.5957534940615513,0.8786572333438553,0.08426819840630673,0.22846128275838573,0.9981124333562679,0.3792128092114555,0.3326519232117706,0.7278093715222129,0.4946985551999279,0.7678159872981154,0.9396536165763915,0.873723332938207,0.9689965128981191,0.24784470170677875,0.7243513904978457,0.1172346286202115,0.021528193823174835,0.6981668419055074,0.8447767818872937,0.6817445587177315,0.2110248145486774,0.45296560635756444,0.7994725179253237,0.34941377763825787,0.3619567392849117,0.792987077887424,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,25,4
1,0,1,1,0,0,0,0.8586177584238116,0.4276241673734009,0.060076935652338403,0.40414080066995417,0.667494943487973,0.9505265190628445,0.18679778399088998,0.9505324588433879,0.03598519287456914,0.9221512792053043,0.4680387464282313,0.5687979332554297,0.5332295898382826,0.848909597602963,0.4639290873712749,0.8523611171383205,0.0471633610373936,0.3855441574773477,0.14872371854293298,0.608112797670407,0.43016865713335084,0.5116163512178219,0.9949819933953262,0.4432333411262235,0.6389108267687369,0.35652023449434467,0.6279710800880666,0.6731984625220149,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,100,4
1,1,0,1,0,1,0,0.4584540337277526,0.4745468694845062,0.5309895467630628,0.1400416810141063,0.33684132461480554,0.6690318512843219,0.9644643026673217,0.9734545849729376,0.9798549799901713,0.6827729051401886,0.8655377158873445,0.8188155725690028,0.5596718015704434,0.4887235540630446,0.5881510475070856,0.9769170831484659,0.7854441857889681,0.15299591833294413,0.7889543625172659,0.7776931979046883,0.5761240909262382,0.5354038358940352,0.33257000832817607,0.9244812083985418,0.6051559724941992,0.4291897096494449,0.3766741221508054,0.755411782317893,39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,3
1,0,1,0,1,1,1,0.524367651552897,0.7664214120585308,0.6608070512821782,0.5030324737997495,0.43729196399782455,0.9324673670587075,0.9057751712016726,0.015962314706956526,0.6307366198485209,0.9437248533185706,0.8326964533298498,0.6983902026156195,0.4738066497968345,0.8164170899499904,0.7436689887731288,0.6177223501673873,0.4755003534994746,0.5740876267498953,0.13995015611221306,0.19237048183266503,0.4648804738753447,0.5463248934797837,0.8997986610014459,0.9064885570232886,0.06978308778803399,0.1096024978293828,0.8176670220144693,0.9950178254999877,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,75,5
0,0,1,0,0,1,0,0.5929791748323794,0.4784107786528662,0.15713696409663502,0.659647760151235,0.06341447742825446,0.9535351717902664,0.7930908637175607,0.7200961478533647,0.513453745230678,0.7709071977881332,0.00784431831668464,0.1443104149978276,0.19939490422137185,0.8605579563129625,0.09892809966288507,0.36388818363842623,0.3105493031473566,0.013604841361545938,0.1541509963804416,0.18097597919068487,0.8752461900158244,0.21457962984071122,0.15417546621076594,0.5742013484185685,0.11502307487929597,0.16220051052907858,0.12758933920966897,0.31255242558304874,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,75,1
0,0,0,0,0,1,0,0.8888482098945203,0.5104858097319405,0.5709201813743164,0.017917757253951394,0.13261361417925066,0.045800121868896926,0.9303937555324207,0.644884017183646,0.03879332289742521,0.8789193151318552,0.29715209167868784,0.187627536689004,0.009109004356197659,0.9899264490625551,0.4258289292269205,0.8694260739465977,0.41603301632216283,0.1166995476225382,0.4284949907707736,0.4285606526888822,0.966150875454988,0.19177323447873396,0.2753016360062047,0.050096727926686624,0.7120742235504152,0.03607576802725132,0.7999374439057928,0.13919892257171618,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50,3
1,0,1,1,1,1,1,0.7741720909261315,0.6247768001530104,0.04017277055708601,0.9554306077450014,0.9487453401348037,0.48708115127209695,0.5015300399730587,0.6049264379018597,0.328810298166478,0.9085679602656606,0.24506094874621898,0.6295872923628943,0.09330591116274423,0.33562901682759005,0.09526455093026465,0.6747311918189675,0.7172899552980687,0.7547699995361368,0.972536923677299,0.7529608173842559,0.9328707562290178,0.4006327364091924,0.575750652825151,0.16299251719721353,0.09558442359723163,0.9732305958866276,0.19794730347888223,0.14025416906142485,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,1
0,0,0,1,1,1,0,0.6737241732731081,0.15690936166791247,0.8606367984700618,0.2023438536424207,0.21370579435127968,0.7873601153149612,0.6507685199732841,0.9816946034039382,0.09740779293643065,0.3018912416833478,0.8741338252845039,0.37229268530923887,0.10610979457052638,0.6071681147136999,0.45383845933635036,0.5849852197241727,0.08114086353987604,0.5654588786228378,0.8491649585359028,0.14353202675080468,0.6020052254369406,0.7734674325241554,0.5191612685063758,0.6575816314961063,0.5294720864187886,0.7472816566662894,0.8009113741446783,0.4504916539765471,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,50,5
1,1,1,1,0,0,1,0.29478181965422434,0.03621616423327345,0.5538670329966681,0.6261223070864917,0.2455327298248684,0.6895768787432783,0.01890910242278776,0.5847229250993919,0.3232614502320732,0.2007640407872977,0.5409439992803153,0.47345768625573825,0.6933409843212296,0.9904918114324694,0.11822171553890404,0.8293217813519279,0.5664252383200419,0.1534575618516133,0.49327195730645024,0.9803240236657154,0.7775761511490761,0.2208720106666947,0.20463980676028637,0.8796281002432323,0.4509358844769278,0.4677078353809293,0.17367122047800487,0.6205879028195189,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4
0,1,1,1,1,1,1,0.6164322224924099,0.32805341725285,0.7034649526166715,0.42478503190634664,0.2665348072415491,0.2431830077572511,0.3161814900287344,0.9689608251390313,0.9926730781116351,0.6835045149761982,0.5185917128829942,0.4439771480921878,0.5102202808712074,0.24917682236872674,0.21094177076411835,0.7730951810536528,0.22187724847017032,0.25991874868235354,0.6870402683693349,0.7519984625782047,0.455608395319396,0.0624300343015729,0.8448598878436233,0.7098790562888846,0.139378867715527,0.9760872058870091,0.4854542141744622,0.14324832074369764,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,75,1
0,1,1,0,1,1,0,0.819704349001975,0.4737632668704126,0.8083961614964009,0.46453678575114354,0.45525847478326564,0.9756058889640002,0.19415469128946483,0.22499327810711633,0.31492692427194513,0.6555829709239044,0.9798293395448686,0.5115071085283711,0.946551794685168,0.8082718336975335,0.05419351270846395,0.8936494527688235,0.34855483298350487,0.23465443149093934,0.5190398947379831,0.42818216952374266,0.712840436149531,0.26240322527716975,0.9750289980256803,0.19505641079201153,0.4256458396867663,0.2747965536367001,0.7233544430081835,0.4939416278407448,47,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25,5
1,0,1,0,0,0,1,0.259533027346341,0.5056848401117618,0.5589864395963554,0.5995406246099371,0.20626599599895634,0.9463856389855182,0.40591604616489796,0.08663155817968526,0.1801194449489808,0.016720218052244884,0.22390431221508,0.5472616216328126,0.9249046796044195,0.07269829200989031,0.4545230550583843,0.08007360758944815,0.33367717536087316,0.013945011708796584,0.32212882658666553,0.24185792186606125,0.7650044167381896,0.29916642639695,0.21508150398173398,0.6437535489914831,0.07691731197198548,0.6476275759000806,0.8808079638346404,0.4669626065691176,56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,1,1,1,0,1,0,0.12405859387948104,0.9816850422583725,0.3586273486127366,0.2157915684477043,0.3676570632986017,0.28406640758203094,0.33557997426065567,0.9904219057824206,0.6843377621245839,0.8695263594822485,0.986857308382878,0.6295847188416979,0.6230545322395209,0.755278145747002,0.7604166106621516,0.1462847364808193,0.37058396241953795,0.25761618120910557,0.5346578670329395,0.7614521555921585,0.9114927410110483,0.23598445675158486,0.6998881711283607,0.8977424108120156,0.09303058291195498,0.8059318901433253,0.37501468183482056,0.19339198075577868,63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,75,3
1,0,0,0,1,0,0,0.9888670323220909,0.16400871612290135,0.4995091504426932,0.08064330694402,0.5127953478179099,0.9575628700997133,0.9022956999252159,0.6645823905186498,0.41843754464655414,0.9418225450584136,0.8916482715095365,0.6028128138286789,0.4278218340450106,0.11927185003482654,0.6614028238681379,0.05648648012189483,0.4005333317555343,0.7929218346890402,0.7998886225461759,0.9177490558314443,0.41508955533734526,0.5336666938432837,0.014913620742244893,0.1408343589883,0.8881786262393208,0.4458693962926181,0.4582678574351622,0.634172257847184,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,50,3
0,1,0,0,0,0,0,0.5788367586672144,0.7614941430754502,0.6854910880052792,0.5321450397938353,0.7693411442246859,0.0016761555473462364,0.7742921031656427,0.18146063925378975,0.5164734969910703,0.8888567403889154,0.8603843346344986,0.45828209723809876,0.8248265520337895,0.7486954029672428,0.5964900722511832,0.055729915306047206,0.13918950774467542,0.4832918107571952,0.7074407516230244,0.22513670085880177,0.691740754927987,0.015890108204461906,0.8880343353619423,0.6691149130144606,0.06661810405662683,0.845152947006475,0.2753893810730903,0.8526943962646318,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,2
0,1,0,0,0,0,0,0.1330423401546711,0.6024373710183735,0.33968241408351985,0.266668804098004,0.648632393091807,0.8614891485513736,0.48101828246171296,0.5910745441124889,0.37879256694812025,0.8663453785474606,0.8540039113371961,0.6611824849546064,0.7525265578099342,0.5894380415158207,0.06747821753115046,0.7869125833317382,0.7866612557826315,0.682853329438123,0.43293940957955124,0.7603341519847405,0.4392326230568402,0.4128045872295586,0.24362306437349035,0.7904708064044558,0.37390691539337284,0.9675563394534896,0.8115673326655031,0.15181562295588746,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75,2
0,1,0,0,0,1,1,0.24560614793425717,0.8220053717351578,0.7547021077983075,0.07489085820434616,0.4419811795601021,0.729872905494179,0.35643817936814237,0.6862138896470885,0.5106592301611417,0.09119456198411635,0.6811889463003806,0.24840721767043894,0.06997456846303218,0.9228778792298508,0.7966902475571782,0.8376527126253571,0.7449598507453904,0.38662465992555617,0.953634173232547,0.08584851147294936,0.31433858860354624,0.9099271961036351,0.896592941381265,0.18442532594106575,0.6896084243194255,0.9870396865608931,0.40410248548731276,0.13031533685274632,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,75,5
1,1,0,0,0,0,0,0.45354589318091176,0.4755454073921789,0.7672639536067926,0.05481677941645913,0.5999244551816001,0.8842361849234752,0.41229631062891214,0.08856142754987917,0.26480286337194925,0.1719989047552959,0.5434910468781133,0.9994573492491132,0.25457207735157894,0.5270977546010418,0.5242329462265879,0.6591308337944916,0.8369824391805498,0.8701708764195416,0.015901504185921955,0.9320279428592019,0.6903037374658838,0.24962107868283634,0.3557939972998294,0.290005660848633,0.11389608390506334,0.9501647362890744,0.9368783985692215,0.839402460316498,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,100,4
1,0,1,0,0,1,0,0.4252811231444964,0.34535481136641566,0.004806571406451132,0.4236779002298161,0.10501039907827281,0.3009703849925298,0.7424573153829103,0.6136420335317397,0.7602345147549265,0.15131618122182078,0.39753582514715413,0.3114975661151239,0.9931313740263757,0.5726361185601543,0.4666921093840144,0.9267191508382873,0.6700465307070331,0.7463147209180309,0.1875902165508927,0.4104027218853217,0.0708129205288569,0.14114971554433298,0.11759436188503425,0.962035737951928,0.8297143067144603,0.14904114396946788,0.6089953925779437,0.015868148474315946,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,3
0,0,1,0,0,1,1,0.33236151027129945,0.9893988863187559,0.25303766339530487,0.09149784394056193,0.09342740644390002,0.12698595540899926,0.6945247152683406,0.3571451786377604,0.4261890714735308,0.7687769288095595,0.7082193230099687,0.7788551001486665,0.604257544962041,0.9662500252212679,0.3948243764349807,0.2710058551523258,0.8720562300850713,0.8779094780950937,0.14400110303037428,0.5363461480113091,0.30160866317782853,0.20626846099971174,0.4583534956366532,0.39930684542172046,0.09095697199773889,0.08617678730362965,0.022971643323717483,0.24336460376880542,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,50,5
